,Unnamed: 0,CODE_GENDER_M,NAME_INCOME_TYPE_Pensioner,NAME_INCOME_TYPE_State servant,NAME_INCOME_TYPE_Student,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Incomplete higher,NAME_EDUCATION_TYPE_Lower secondary,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Separated,NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS_Widow,NAME_HOUSING_TYPE_House / apartment,NAME_HOUSING_TYPE_Municipal apartment,NAME_HOUSING_TYPE_Office apartment,NAME_HOUSING_TYPE_Rented apartment,NAME_HOUSING_TYPE_With parents,OCCUPATION_TYPE_Occup2,OCCUPATION_TYPE_Occup3,OCCUPATION_TYPE_Occup4,OCCUPATION_TYPE_Occup5,OCCUPATION_TYPE_Occup6,ID,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,months_in_book,Cluster
19978,19978,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5047650,1,0,162000.0,-14786,-4601,0,0,0,2.0,280,1
19979,19979,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5047651,1,0,162000.0,-14786,-4601,0,0,0,2.0,280,1
19980,19980,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5047652,1,0,162000.0,-14786,-4601,0,0,0,2.0,280,1
19981,19981,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5047653,1,0,162000.0,-14786,-4601,0,0,0,2.0,280,1
19982,19982,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5047654,1,0,162000.0,-14786,-4601,0,0,0,2.0,280,1
19983,19983,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5047655,1,0,162000.0,-14786,-4601,0,0,0,2.0,280,1
19984,19984,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5047658,1,0,162000.0,-14786,-4601,0,0,0,2.0,280,1
19985,19985,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5047659,1,0,162000.0,-14786,-4601,0,0,0,2.0,280,1
19986,19986,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5047660,1,0,162000.0,-14786,-4601,0,0,0,2.0,280,1
19987,19987,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5139680,1,0,166500.0,-14019,-3902,0,0,0,3.0,62,1
19988,19988,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5139681,1,0,166500.0,-14019,-3902,0,0,0,3.0,62,1
19989,19989,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5139682,1,0,166500.0,-14019,-3902,0,0,0,3.0,62,1
19990,19990,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5139683,1,0,166500.0,-14019,-3902,0,0,0,3.0,62,1
19991,19991,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5139684,1,0,166500.0,-14019,-3902,0,0,0,3.0,62,1
19992,19992,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5139685,1,0,166500.0,-14019,-3902,0,0,0,3.0,62,1
19993,19993,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5139898,1,0,166500.0,-14489,-5819,0,0,0,3.0,353,1
19994,19994,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5139899,1,0,166500.0,-14489,-5819,0,0,0,3.0,353,1
19995,19995,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5139900,1,0,166500.0,-14489,-5819,0,0,0,3.0,353,1
19996,19996,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5139901,1,0,166500.0,-14489,-5819,0,0,0,3.0,353,1
19997,19997,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5139902,1,0,166500.0,-14489,-5819,0,0,0,3.0,353,1
19998,19998,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5139904,1,0,166500.0,-14489,-5819,0,0,0,3.0,353,1
19999,19999,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5139913,1,0,166500.0,-14489,-5819,0,0,0,3.0,353,1
20000,20000,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5139897,1,0,166500.0,-14489,-5819,0,0,0,3.0,353,1
20001,20001,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5139911,1,0,166500.0,-14489,-5819,0,0,0,3.0,353,1
20002,20002,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5139912,1,0,166500.0,-14489,-5819,0,0,0,3.0,353,1
20003,20003,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5135267,1,0,162000.0,-15585,-221,0,0,0,2.0,353,1
20004,20004,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5105774,1,0,171000.0,-11082,-1976,1,0,0,3.0,161,1
20005,20005,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5105775,1,0,171000.0,-11082,-1976,1,0,0,3.0,161,1
20006,20006,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5105777,1,0,171000.0,-11082,-1976,1,0,0,3.0,161,1
20007,20007,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5105778,1,0,171000.0,-11082,-1976,1,0,0,3.0,161,1
20008,20008,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5105779,1,0,171000.0,-11082,-1976,1,0,0,3.0,161,1
20009,20009,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5105780,1,0,171000.0,-11082,-1976,1,0,0,3.0,161,1
20010,20010,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5105781,1,0,171000.0,-11082,-1976,1,0,0,3.0,161,1
20011,20011,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5105782,1,0,171000.0,-11082,-1976,1,0,0,3.0,161,1
20012,20012,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5089217,1,0,171000.0,-14017,-6488,1,1,0,3.0,121,1
20013,20013,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5089218,1,0,171000.0,-14017,-6488,1,1,0,3.0,121,1
20014,20014,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5089219,1,0,171000.0,-14017,-6488,1,1,0,3.0,121,1
20015,20015,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5089220,1,0,171000.0,-14017,-6488,1,1,0,3.0,121,1
20016,20016,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5089221,1,0,171000.0,-14017,-6488,1,1,0,3.0,121,1
20017,20017,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5089222,1,0,171000.0,-14017,-6488,1,1,0,3.0,121,1
20018,20018,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5089223,1,0,171000.0,-14017,-6488,1,1,0,3.0,121,1
20019,20019,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5089224,1,0,171000.0,-14017,-6488,1,1,0,3.0,121,1
20020,20020,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,5023083,1,0,175500.0,-11709,-4983,0,0,0,2.0,61,1
20021,20021,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,5023084,1,0,175500.0,-11709,-4983,0,0,0,2.0,61,1
20022,20022,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,5023085,1,0,175500.0,-11709,-4983,0,0,0,2.0,61,1
20023,20023,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,5023086,1,0,175500.0,-11709,-4983,0,0,0,2.0,61,1
20024,20024,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,5023087,1,0,175500.0,-11709,-4983,0,0,0,2.0,61,1
20025,20025,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,5023088,1,0,175500.0,-11709,-4983,0,0,0,2.0,61,1
20026,20026,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5100158,1,0,175500.0,-19994,365243,0,0,0,3.0,93,0
20027,20027,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5100159,1,0,175500.0,-19994,365243,0,0,0,3.0,93,0
20028,20028,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5067693,1,0,175500.0,-7980,-597,0,0,1,3.0,17,1
20029,20029,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5050770,1,0,180000.0,-9704,-592,0,0,0,3.0,57,1
20030,20030,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5050771,1,0,180000.0,-9704,-592,0,0,0,3.0,57,1
20031,20031,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5050911,1,0,180000.0,-13809,-774,0,1,0,3.0,29,1
20032,20032,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5050912,1,0,180000.0,-13809,-774,0,1,0,3.0,29,1
20033,20033,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5142615,1,0,180000.0,-10492,-1079,1,1,0,3.0,76,1
20034,20034,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5142616,1,0,180000.0,-10492,-1079,1,1,0,3.0,76,1
20035,20035,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5142617,1,0,180000.0,-10492,-1079,1,1,0,3.0,76,1
20036,20036,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5142618,1,0,180000.0,-10492,-1079,1,1,0,3.0,76,1
20037,20037,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5145790,1,0,180000.0,-15934,-3328,0,0,0,3.0,62,1
20038,20038,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5145791,1,0,180000.0,-15934,-3328,0,0,0,3.0,62,1
20039,20039,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5066553,1,0,180000.0,-17558,-1802,0,0,0,3.0,97,1
20040,20040,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5066554,1,0,180000.0,-17558,-1802,0,0,0,3.0,97,1
20041,20041,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5066558,1,0,180000.0,-17558,-1802,0,0,0,3.0,97,1
20042,20042,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5066559,1,0,180000.0,-17558,-1802,0,0,0,3.0,97,1
20043,20043,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5050919,1,0,180000.0,-14527,-3208,0,0,0,3.0,174,1
20044,20044,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5050920,1,0,180000.0,-14527,-3208,0,0,0,3.0,174,1
20045,20045,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5050921,1,0,180000.0,-14527,-3208,0,0,0,3.0,174,1
20046,20046,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5050922,1,0,180000.0,-14527,-3208,0,0,0,3.0,174,1
20047,20047,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5050923,1,0,180000.0,-14527,-3208,0,0,0,3.0,174,1
20048,20048,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5050924,1,0,180000.0,-14527,-3208,0,0,0,3.0,174,1
20049,20049,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5050925,1,0,180000.0,-14527,-3208,0,0,0,3.0,174,1
20050,20050,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5010431,1,0,180000.0,-11107,-130,0,0,0,3.0,57,1
20051,20051,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5010432,1,0,180000.0,-11107,-130,0,0,0,3.0,57,1
20052,20052,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5089169,1,0,184500.0,-13438,-4447,1,0,0,2.0,371,1
20053,20053,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5089171,1,0,184500.0,-13438,-4447,1,0,0,2.0,371,1
20054,20054,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5089172,1,0,184500.0,-13438,-4447,1,0,0,2.0,371,1
20055,20055,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5089173,1,0,184500.0,-13438,-4447,1,0,0,2.0,371,1
20056,20056,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5089174,1,0,184500.0,-13438,-4447,1,0,0,2.0,371,1
20057,20057,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5089175,1,0,184500.0,-13438,-4447,1,0,0,2.0,371,1
20058,20058,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5089176,1,0,184500.0,-13438,-4447,1,0,0,2.0,371,1
20059,20059,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5089177,1,0,184500.0,-13438,-4447,1,0,0,2.0,371,1
20060,20060,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5089179,1,0,184500.0,-13438,-4447,1,0,0,2.0,371,1
20061,20061,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5089180,1,0,184500.0,-13438,-4447,1,0,0,2.0,371,1
20062,20062,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5090937,1,0,184500.0,-13438,-4447,1,0,0,2.0,371,1
20063,20063,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5090938,1,0,184500.0,-13438,-4447,1,0,0,2.0,371,1
20064,20064,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5090939,1,0,184500.0,-13438,-4447,1,0,0,2.0,371,1
20065,20065,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5090940,1,0,184500.0,-13438,-4447,1,0,0,2.0,371,1
20066,20066,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5097030,1,0,189000.0,-10408,-218,0,0,0,3.0,44,1
20067,20067,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5097031,1,0,189000.0,-10408,-218,0,0,0,3.0,44,1
20068,20068,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5025225,1,0,202500.0,-10636,-915,0,0,0,3.0,47,1
20069,20069,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,5065517,1,0,202500.0,-9510,-2878,0,0,0,3.0,94,1
20070,20070,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,5065518,1,0,202500.0,-9510,-2878,0,0,0,3.0,94,1
20071,20071,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,5065519,1,0,202500.0,-9510,-2878,0,0,0,3.0,94,1
20072,20072,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,5065520,1,0,202500.0,-9510,-2878,0,0,0,3.0,94,1
20073,20073,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5117959,1,0,216000.0,-12344,-1254,0,1,0,3.0,39,1
20074,20074,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5105962,1,0,225000.0,-9932,-668,0,1,1,3.0,184,1
20075,20075,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5105963,1,0,225000.0,-9932,-668,0,1,1,3.0,184,1
20076,20076,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5105965,1,0,225000.0,-9932,-668,0,1,1,3.0,184,1
20077,20077,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5105966,1,0,225000.0,-9932,-668,0,1,1,3.0,184,1
20078,20078,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5105967,1,0,225000.0,-9932,-668,0,1,1,3.0,184,1
20079,20079,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5105968,1,0,225000.0,-9932,-668,0,1,1,3.0,184,1
20080,20080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5105969,1,0,225000.0,-9932,-668,0,1,1,3.0,184,1
20081,20081,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5105970,1,0,225000.0,-9932,-668,0,1,1,3.0,184,1
20082,20082,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5105971,1,0,225000.0,-9932,-668,0,1,1,3.0,184,1
20083,20083,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5050739,1,0,225000.0,-14389,-927,0,0,0,2.0,92,1
20084,20084,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5050740,1,0,225000.0,-14389,-927,0,0,0,2.0,92,1
20085,20085,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5050741,1,0,225000.0,-14389,-927,0,0,0,2.0,92,1
20086,20086,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5051193,1,0,225000.0,-12994,-3088,0,0,0,2.0,52,1
20087,20087,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5051194,1,0,225000.0,-12994,-3088,0,0,0,2.0,52,1
20088,20088,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5029650,1,0,225000.0,-12767,-4614,0,0,0,3.0,56,1
20089,20089,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5029651,1,0,225000.0,-12767,-4614,0,0,0,3.0,56,1
20090,20090,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,5113069,1,0,225000.0,-11714,-1740,0,0,1,2.0,135,1
20091,20091,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,5113070,1,0,225000.0,-11714,-1740,0,0,1,2.0,135,1
20092,20092,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,5022044,1,0,225000.0,-11714,-1740,0,0,1,2.0,135,1
20093,20093,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,5090394,1,0,225000.0,-11714,-1740,0,0,1,2.0,135,1
20094,20094,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5126544,1,0,225000.0,-12713,-1810,1,0,0,2.0,37,1
20095,20095,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5126545,1,0,225000.0,-12713,-1810,1,0,0,2.0,37,1
20096,20096,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5096600,1,0,225000.0,-13528,-980,1,1,0,3.0,213,1
20097,20097,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5096601,1,0,225000.0,-13528,-980,1,1,0,3.0,213,1
20098,20098,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5096603,1,0,225000.0,-13528,-980,1,1,0,3.0,213,1
20099,20099,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5096604,1,0,225000.0,-13528,-980,1,1,0,3.0,213,1
20100,20100,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5096605,1,0,225000.0,-13528,-980,1,1,0,3.0,213,1
20101,20101,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5096606,1,0,225000.0,-13528,-980,1,1,0,3.0,213,1
20102,20102,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5096607,1,0,225000.0,-13528,-980,1,1,0,3.0,213,1
20103,20103,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5096608,1,0,225000.0,-13528,-980,1,1,0,3.0,213,1
20104,20104,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5096609,1,0,225000.0,-13528,-980,1,1,0,3.0,213,1
20105,20105,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5096610,1,0,225000.0,-13528,-980,1,1,0,3.0,213,1
20106,20106,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5021458,1,0,225000.0,-11501,-735,0,0,0,3.0,149,1
20107,20107,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5021459,1,0,225000.0,-11501,-735,0,0,0,3.0,149,1
20108,20108,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5021460,1,0,225000.0,-11501,-735,0,0,0,3.0,149,1
20109,20109,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5021461,1,0,225000.0,-11501,-735,0,0,0,3.0,149,1
20110,20110,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5021462,1,0,225000.0,-11501,-735,0,0,0,3.0,149,1
20111,20111,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5021463,1,0,225000.0,-11501,-735,0,0,0,3.0,149,1
20112,20112,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,5111185,1,0,225000.0,-10959,-1881,0,0,0,3.0,153,1
20113,20113,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,5111186,1,0,225000.0,-10959,-1881,0,0,0,3.0,153,1
20114,20114,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,5111187,1,0,225000.0,-10959,-1881,0,0,0,3.0,153,1
20115,20115,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,5111188,1,0,225000.0,-10959,-1881,0,0,0,3.0,153,1
20116,20116,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,5028337,1,0,225000.0,-13861,-5408,0,0,0,2.0,147,1
20117,20117,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,5028338,1,0,225000.0,-13861,-5408,0,0,0,2.0,147,1
20118,20118,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,5028341,1,0,225000.0,-13861,-5408,0,0,0,2.0,147,1
20119,20119,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,5028342,1,0,225000.0,-13861,-5408,0,0,0,2.0,147,1
20120,20120,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,5028343,1,0,225000.0,-13861,-5408,0,0,0,2.0,147,1
20121,20121,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5096017,1,0,225000.0,-15208,-3993,1,1,0,2.0,41,1
20122,20122,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5096018,1,0,225000.0,-15208,-3993,1,1,0,2.0,41,1
20123,20123,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5096019,1,0,225000.0,-15208,-3993,1,1,0,2.0,41,1
20124,20124,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5096020,1,0,225000.0,-15208,-3993,1,1,0,2.0,41,1
20125,20125,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,5050980,1,0,247500.0,-15090,-6495,0,0,0,2.0,20,1
20126,20126,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,5050981,1,0,247500.0,-15090,-6495,0,0,0,2.0,20,1
20127,20127,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,5050982,1,0,247500.0,-15090,-6495,0,0,0,2.0,20,1
20128,20128,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,5050983,1,0,247500.0,-15090,-6495,0,0,0,2.0,20,1
20129,20129,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5136932,1,0,247500.0,-18434,-2483,1,1,0,3.0,204,1
20130,20130,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5136933,1,0,247500.0,-18434,-2483,1,1,0,3.0,204,1
20131,20131,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5136934,1,0,247500.0,-18434,-2483,1,1,0,3.0,204,1
